Event_name,Event_Location,Event_Date,Event_url,Event_Fighter_name,Event_Fighter_Outcome,Event_Fighter_KD,Event_Fighter_STR,Event_Fighter_TD,Event_Fighter_SUB,Event_Fighter_Weight_Class,Event_Fighter_Round,Event_Fighter_Method,Event_Fighter_Method_note,Event_Fighter_Time
UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",4-Mar-06,http://ufcstats.com/event-details/0e9869d712e81f8f,Rob MacDonald,,0,3,0,0,Light Heavyweight,1,SUB,Kimura,1:54
UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",4-Mar-06,http://ufcstats.com/event-details/0e9869d712e81f8f,Tom Murphy,win,0,30,6,2,Heavyweight,3,KO/TKO,Punches,1:59
UFC 58: USA vs Canada,"Las Vegas, Nevada, USA",4-Mar-06,http://ufcstats.com/event-details/0e9869d712e81f8f,Icho Larenas,,0,2,0,0,Heavyweight,3,KO/TKO,Punches,1:59
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Chuck Liddell,win,1,19,0,0,Light Heavyweight,2,KO/TKO,Punch,1:28
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Randy Couture,,0,7,1,0,Light Heavyweight,2,KO/TKO,Punch,1:28
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Brandon Vera,win,1,7,0,0,Heavyweight,1,KO/TKO,Kick,1:25
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Justin Eilers,,0,4,0,0,Heavyweight,1,KO/TKO,Kick,1:25
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Marcio Cruz,win,0,31,1,0,Heavyweight,1,KO/TKO,Punches,4:10
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Frank Mir,,0,3,1,0,Heavyweight,1,KO/TKO,Punches,4:10
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Renato Sobral,win,0,9,0,1,Light Heavyweight,1,SUB,Rear Naked Choke,2:21
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Mike van Arsdale,,0,1,0,0,Light Heavyweight,1,SUB,Rear Naked Choke,2:21
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Joe Riggs,win,0,51,3,0,Welterweight,3,U-DEC,,5:00
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Nick Diaz,,1,38,0,1,Welterweight,3,U-DEC,,5:00
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Alessio Sakara,win,0,70,9,0,Light Heavyweight,3,U-DEC,,5:00
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Elvis Sinosic,,0,13,0,0,Light Heavyweight,3,U-DEC,,5:00
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Paul Buentello,win,0,49,1,1,Heavyweight,2,KO/TKO,Punches,2:27
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Gilbert Aldana,,0,28,0,0,Heavyweight,2,KO/TKO,Punches,2:27
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Jeff Monson,win,0,10,1,1,Heavyweight,1,SUB,North-South Choke,4:35
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Branden Lee Hinkle,,0,5,0,1,Heavyweight,1,SUB,North-South Choke,4:35
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Keith Jardine,win,0,44,0,0,Light Heavyweight,3,U-DEC,,5:00
UFC 57: Liddell vs Couture 3,"Las Vegas, Nevada, USA",4-Feb-06,http://ufcstats.com/event-details/977081bc01197656,Mike Whitehead,,0,27,5,0,Light Heavyweight,3,U-DEC,,5:00
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Tim Sylvia,win,0,85,0,0,Heavyweight,3,U-DEC,,5:00
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Assuerio Silva,,0,36,0,0,Heavyweight,3,U-DEC,,5:00
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Stephan Bonnar,win,0,2,2,2,Light Heavyweight,1,SUB,Kimura,4:30
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,James Irvin,,0,5,0,0,Light Heavyweight,1,SUB,Kimura,4:30
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Joshua Burkman,win,0,7,0,1,Welterweight,1,SUB,Guillotine Choke,1:07
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Drew Fickett,,0,2,0,0,Welterweight,1,SUB,Guillotine Choke,1:07
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Chris Leben,win,1,10,1,0,Middleweight,1,KO/TKO,Punch,1:44
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Jorge Rivera,,0,5,0,0,Middleweight,1,KO/TKO,Punch,1:44
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Josh Neer,win,0,3,1,2,Welterweight,1,SUB,Triangle Choke,4:20
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Melvin Guillard,,0,11,2,0,Welterweight,1,SUB,Triangle Choke,4:20
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Duane Ludwig,win,1,1,0,0,Welterweight,1,KO/TKO,Punch,0:06
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Jonathan Goulet,,0,0,0,0,Welterweight,1,KO/TKO,Punch,0:06
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Spencer Fisher,win,0,25,0,0,Welterweight,1,KO/TKO,,5:00
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Aaron Riley,,0,9,2,0,Welterweight,1,KO/TKO,,5:00
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Jason Von Flue,win,0,28,0,2,Welterweight,3,SUB,Von Flue Choke,1:17
UFC Fight Night 3,"Las Vegas, Nevada, USA",16-Jan-06,http://ufcstats.com/event-details/2ee09ec2a0695eb9,Alex Karalexis,,0,18,1,3,Welterweight,3,SUB,Von Flue Choke,1:17
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Rich Franklin,win,2,13,0,0,Middleweight,1,KO/TKO,Punch,2:34
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Nate Quarry,,0,4,0,0,Middleweight,1,KO/TKO,Punch,2:34
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Gabriel Gonzaga,win,1,23,2,2,Heavyweight,3,KO/TKO,Punch,4:39
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Kevin Jordan,,0,18,0,0,Heavyweight,3,KO/TKO,Punch,4:39
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Matt Hughes,win,0,8,1,2,Welterweight,1,SUB,Kimura,3:28
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Joe Riggs,,0,1,0,0,Welterweight,1,SUB,Kimura,3:28
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Georges St-Pierre,win,0,58,3,0,Welterweight,2,KO/TKO,Elbows,2:53
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Sean Sherk,,0,20,0,0,Welterweight,2,KO/TKO,Elbows,2:53
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Jeremy Horn,win,0,38,0,1,Middleweight,3,U-DEC,,5:00
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Trevor Prangley,,0,38,7,0,Middleweight,3,U-DEC,,5:00
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Sam Hoger,win,0,10,3,2,Light Heavyweight,2,SUB,Rear Naked Choke,2:05
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Jeff Newton,,0,2,0,4,Light Heavyweight,2,SUB,Rear Naked Choke,2:05
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Thiago Alves,win,0,8,1,0,Welterweight,1,KO/TKO,Punches,2:25
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Ansar Chalangov,,0,2,0,2,Welterweight,1,KO/TKO,Punches,2:25
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Nick Thompson,win,0,48,1,3,Welterweight,3,U-DEC,,5:00
UFC 56: Full Force,"Las Vegas, Nevada, USA",19-Nov-05,http://ufcstats.com/event-details/c7e9d15cfce52f1d,Keith Wisniewski,,0,14,3,0,Welterweight,3,U-DEC,,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Diego Sanchez,win,0,41,5,1,Welterweight,3,U-DEC,,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Nick Diaz,,0,13,2,1,Welterweight,3,U-DEC,,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Rashad Evans,win,2,48,0,0,Heavyweight,3,S-DEC,,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Brad Imes,,0,42,2,1,Heavyweight,3,S-DEC,,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Joe Stevenson,win,0,20,5,2,Welterweight,3,U-DEC,,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Luke Cummo,,0,20,1,1,Welterweight,3,U-DEC,,5:00
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Kenny Florian,win,0,10,3,2,Welterweight,2,SUB,Rear Naked Choke,0:37
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Kit Cope,,0,8,0,0,Welterweight,2,SUB,Rear Naked Choke,0:37
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Joshua Burkman,win,0,4,1,0,Welterweight,1,KO/TKO,Slam,0:21
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Sammy Morgan,,0,1,0,0,Welterweight,1,KO/TKO,Slam,0:21
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Melvin Guillard,win,0,19,3,1,Welterweight,2,KO/TKO,,2:55
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Marcus Davis,,0,3,0,0,Welterweight,2,KO/TKO,,2:55
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Keith Jardine,win,1,41,0,0,Heavyweight,2,KO/TKO,Kicks,3:28
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Las Vegas, Nevada, USA",5-Nov-05,http://ufcstats.com/event-details/31ceaf0e670c1578,Kerry Schall,,0,8,0,0,Heavyweight,2,KO/TKO,Kicks,3:28
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Andrei Arlovski,win,1,2,0,0,Heavyweight,1,KO/TKO,Punch,0:15
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Paul Buentello,,0,1,0,0,Heavyweight,1,KO/TKO,Punch,0:15
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Branden Lee Hinkle,win,0,27,1,3,Heavyweight,1,KO/TKO,Punches,4:14
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Sean Gannon,,0,0,0,0,Heavyweight,1,KO/TKO,Punches,4:14
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Forrest Griffin,win,1,30,0,0,Light Heavyweight,1,KO/TKO,Punches,3:30
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Elvis Sinosic,,0,18,0,0,Light Heavyweight,1,KO/TKO,Punches,3:30
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Renato Sobral,win,0,11,4,3,Light Heavyweight,2,SUB,Triangle Choke,1:20
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Chael Sonnen,,0,12,0,0,Light Heavyweight,2,SUB,Triangle Choke,1:20
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Joe Riggs,win,0,15,1,1,Welterweight,2,KO/TKO,,2:00
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Chris Lytle,,0,3,1,0,Welterweight,2,KO/TKO,,2:00
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Jorge Rivera,win,0,51,0,0,Middleweight,3,U-DEC,,5:00
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Dennis Hallman,,0,12,1,2,Middleweight,3,U-DEC,,5:00
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Marcio Cruz,win,0,12,0,1,Heavyweight,2,SUB,Rear Naked Choke,1:02
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Keigo Kunihara,,0,1,2,1,Heavyweight,2,SUB,Rear Naked Choke,1:02
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Alessio Sakara,nc,1,46,0,0,Light Heavyweight,2,CNC,,0:10
UFC 55: Fury,"Uncasville, Connecticut, USA",7-Oct-05,http://ufcstats.com/event-details/271fe91f4ba9d2c5,Ron Faircloth,nc,0,2,0,0,Light Heavyweight,2,CNC,,0:10
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,David Loiseau,win,0,13,0,0,Middleweight,2,KO/TKO,,4:15
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Evan Tanner,,0,15,3,2,Middleweight,2,KO/TKO,,4:15
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Chris Leben,win,0,5,0,1,Middleweight,1,SUB,Armbar,3:26
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Edwin DeWees,,0,5,1,2,Middleweight,1,SUB,Armbar,3:26
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Brandon Vera,win,2,28,0,0,Heavyweight,2,KO/TKO,Knee,3:22
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Fabiano Scherner,,0,10,1,0,Heavyweight,2,KO/TKO,Knee,3:22
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Drew Fickett,win,1,5,0,3,Welterweight,3,SUB,Rear Naked Choke,4:28
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Josh Koscheck,,0,8,6,0,Welterweight,3,SUB,Rear Naked Choke,4:28
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Spencer Fisher,win,0,13,1,3,Welterweight,2,SUB,Triangle Choke,4:43
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Thiago Alves,,0,19,3,0,Welterweight,2,SUB,Triangle Choke,4:43
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Jon Fitch,win,0,25,5,2,Middleweight,3,U-DEC,,5:00
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Brock Larson,,0,14,1,3,Middleweight,3,U-DEC,,5:00
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Jonathan Goulet,win,0,14,0,1,Welterweight,3,KO/TKO,,1:05
UFC Fight Night 2,"Las Vegas, Nevada, USA",3-Oct-05,http://ufcstats.com/event-details/efaf544314bb5c2e,Jay Hieron,,0,10,9,3,Welterweight,3,KO/TKO,,1:05
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Chuck Liddell,win,2,64,0,0,Light Heavyweight,4,KO/TKO,Punches,2:46
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Jeremy Horn,,0,31,0,0,Light Heavyweight,4,KO/TKO,Punches,2:46
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Tim Sylvia,win,1,31,0,0,Heavyweight,1,KO/TKO,Kick,4:59
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Tra Telligman,,0,13,0,0,Heavyweight,1,KO/TKO,Kick,4:59
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Randy Couture,win,0,27,4,3,Light Heavyweight,3,SUB,Anaconda Choke,0:52
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Mike van Arsdale,,0,8,1,0,Light Heavyweight,3,SUB,Anaconda Choke,0:52
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Diego Sanchez,win,0,35,3,1,Welterweight,2,KO/TKO,Punches,1:56
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Brian Gassaway,,0,3,0,0,Welterweight,2,KO/TKO,Punches,1:56
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Georges St-Pierre,win,0,25,1,2,Welterweight,1,SUB,Rear Naked Choke,4:09
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Frank Trigg,,0,1,0,0,Welterweight,1,SUB,Rear Naked Choke,4:09
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Matt Lindland,win,0,19,4,4,Middleweight,3,U-DEC,,5:00
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Joe Doerksen,,0,8,2,1,Middleweight,3,U-DEC,,5:00
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Trevor Prangley,win,0,54,5,0,Middleweight,3,U-DEC,,5:00
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Travis Lutter,,0,9,0,0,Middleweight,3,U-DEC,,5:00
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,James Irvin,win,1,6,0,0,Light Heavyweight,2,KO/TKO,Flying Knee,0:09
UFC 54: Boiling Point,"Las Vegas, Nevada, USA",20-Aug-05,http://ufcstats.com/event-details/669a3cb6e394f515,Terry Martin,,0,12,2,0,Light Heavyweight,2,KO/TKO,Flying Knee,0:09
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Nate Marquardt,win,0,21,2,2,Middleweight,3,U-DEC,,5:00
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Ivan Salaverry,,0,23,0,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Chris Leben,win,0,26,1,0,Middleweight,3,S-DEC,,5:00
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Patrick Cote,,0,26,1,0,Middleweight,3,S-DEC,,5:00
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Stephan Bonnar,win,0,43,3,1,Light Heavyweight,3,U-DEC,,5:00
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Sam Hoger,,0,11,1,2,Light Heavyweight,3,U-DEC,,5:00
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Nate Quarry,win,1,3,0,0,Middleweight,1,KO/TKO,Punches,0:42
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Pete Sell,,0,2,0,0,Middleweight,1,KO/TKO,Punches,0:42
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Josh Koscheck,win,0,0,1,1,Welterweight,1,SUB,Rear Naked Choke,1:53
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Pete Spratt,,0,0,0,0,Welterweight,1,SUB,Rear Naked Choke,1:53
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Mike Swick,win,1,7,0,0,Middleweight,1,KO/TKO,Punches,0:22
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Gideon Ray,,0,1,0,0,Middleweight,1,KO/TKO,Punches,0:22
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Kenny Florian,win,0,38,1,0,Welterweight,2,KO/TKO,,2:52
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Alex Karalexis,,0,18,0,0,Welterweight,2,KO/TKO,,2:52
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Drew Fickett,win,0,1,2,1,Welterweight,1,SUB,Rear Naked Choke,1:35
UFC Fight Night 1,"Las Vegas, Nevada, USA",6-Aug-05,http://ufcstats.com/event-details/3f24c96753dbd9f9,Josh Neer,,0,0,0,0,Welterweight,1,SUB,Rear Naked Choke,1:35
UFC 53: Heavy Hitters,"Atlantic City, New Jersey, USA",4-Jun-05,http://ufcstats.com/event-details/d3711d3784b76255,Andrei Arlovski,win,0,33,0,0,Heavyweight,1,KO/TKO,Punches,4:10
UFC 53: Heavy Hitters,"Atlantic City, New Jersey, USA",4-Jun-05,http://ufcstats.com/event-details/d3711d3784b76255,Justin Eilers,,0,5,0,0,Heavyweight,1,KO/TKO,Punches,4:10
