Event_name,Event_Location,Event_Date,Event_url,Event_Fighter_name,Event_Fighter_Outcome,Event_Fighter_KD,Event_Fighter_STR,Event_Fighter_TD,Event_Fighter_SUB,Event_Fighter_Weight_Class,Event_Fighter_Round,Event_Fighter_Method,Event_Fighter_Method_note,Event_Fighter_Time
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Alex Pereira,win,1,38,0,1,Light Heavyweight,2,KO/TKO,Elbows,4:08
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Jiri Prochazka,,0,30,1,0,Light Heavyweight,2,KO/TKO,Elbows,4:08
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Tom Aspinall,win,1,10,0,0,Heavyweight,1,KO/TKO,Punch,1:09
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Sergei Pavlovich,,0,1,0,0,Heavyweight,1,KO/TKO,Punch,1:09
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Jessica Andrade,win,4,53,0,0,Women's Strawweight,2,KO/TKO,Punch,3:15
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Mackenzie Dern,,0,49,0,0,Women's Strawweight,2,KO/TKO,Punch,3:15
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Benoit Saint Denis,win,1,6,0,0,Lightweight,1,KO/TKO,Kick,1:31
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Matt Frevola,,0,5,2,0,Lightweight,1,KO/TKO,Kick,1:31
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Diego Lopes,win,1,13,0,0,Featherweight,1,KO/TKO,Punches,1:30
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Pat Sabatini,,0,7,0,0,Featherweight,1,KO/TKO,Punches,1:30
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Steve Erceg,win,0,74,1,1,Flyweight,3,U-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Alessandro Costa,,0,54,1,0,Flyweight,3,U-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Loopy Godinez,win,0,98,0,0,Women's Strawweight,3,S-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Tabatha Ricci,,0,84,0,0,Women's Strawweight,3,S-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Mateusz Rebecki,win,0,10,2,1,Lightweight,1,SUB,Armbar,3:08
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Roosevelt Roberts,,0,2,0,0,Lightweight,1,SUB,Armbar,3:08
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Nazim Sadykhov,draw,1,91,4,0,Lightweight,3,M-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Viacheslav Borshchev,draw,0,143,0,0,Lightweight,3,M-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Jared Gordon,win,1,36,0,0,Lightweight,1,KO/TKO,Punch,4:42
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Mark Madsen,,0,35,0,0,Lightweight,1,KO/TKO,Punch,4:42
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,John Castaneda,win,0,111,3,0,Catch Weight,3,U-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Kyung Ho Kang,,0,88,0,0,Catch Weight,3,U-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Joshua Van,win,0,156,2,0,Flyweight,3,U-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Kevin Borjas,,0,75,0,0,Flyweight,3,U-DEC,,5:00
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Jamall Emmers,win,1,14,0,0,Featherweight,1,KO/TKO,Punch,0:49
UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",11-Nov-23,http://ufcstats.com/event-details/5a558ba1ff5e9121,Dennis Buzukja,,0,3,0,0,Featherweight,1,KO/TKO,Punch,0:49
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Jailton Almeida,win,0,38,6,4,Heavyweight,5,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Derrick Lewis,,0,20,0,0,Heavyweight,5,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Nicolas Dalby,win,1,53,0,0,Welterweight,2,KO/TKO,Knees,4:33
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Gabriel Bonfim,,0,39,3,1,Welterweight,2,KO/TKO,Knees,4:33
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Rodrigo Nascimento,win,0,70,0,0,Heavyweight,3,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Don'Tale Mayes,,0,79,0,0,Heavyweight,3,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Caio Borralho,win,1,51,0,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Abus Magomedov,,0,38,0,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Elves Brener,win,1,16,0,0,Catch Weight,1,KO/TKO,Punch,4:01
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Kaynan Kruschewsky,,0,8,0,0,Catch Weight,1,KO/TKO,Punch,4:01
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Rinat Fakhretdinov,draw,1,87,1,0,Welterweight,3,M-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Elizeu Zaleski dos Santos,draw,0,75,0,1,Welterweight,3,M-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Vitor Petrino,win,1,8,1,0,Light Heavyweight,2,KO/TKO,Punch,1:03
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Modestas Bukauskas,,0,9,0,0,Light Heavyweight,2,KO/TKO,Punch,1:03
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Angela Hill,win,0,76,5,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Denise Gomes,,0,62,1,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Eduarda Moura,win,0,57,3,0,Women's Strawweight,2,KO/TKO,Punches,2:14
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Montserrat Conejo Ruiz,,0,5,0,0,Women's Strawweight,2,KO/TKO,Punches,2:14
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Marc Diakiese,win,0,13,3,0,Lightweight,3,S-DEC,,5:00
UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",4-Nov-23,http://ufcstats.com/event-details/7c4ec656d8fcb867,Kaue Fernandes,,0,23,1,0,Lightweight,3,S-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Islam Makhachev,win,1,24,0,0,Lightweight,1,KO/TKO,Kick,3:06
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Alexander Volkanovski,,0,4,0,0,Lightweight,1,KO/TKO,Kick,3:06
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Khamzat Chimaev,win,0,38,4,1,Middleweight,3,M-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Kamaru Usman,,0,36,0,0,Middleweight,3,M-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Magomed Ankalaev,nc,0,13,1,0,Light Heavyweight,1,CNC,,3:13
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Johnny Walker,nc,0,14,0,0,Light Heavyweight,1,CNC,,3:13
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Ikram Aliskerov,win,1,26,0,0,Middleweight,1,KO/TKO,Punches,2:07
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Warlley Alves,,0,12,0,0,Middleweight,1,KO/TKO,Punches,2:07
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Said Nurmagomedov,win,0,5,0,1,Bantamweight,1,SUB,Guillotine Choke,1:13
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Muin Gafurov,,0,1,0,0,Bantamweight,1,SUB,Guillotine Choke,1:13
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Muhammad Mokaev,win,0,14,3,1,Flyweight,3,SUB,Arm Triangle,3:03
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Tim Elliott,,0,30,1,2,Flyweight,3,SUB,Arm Triangle,3:03
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Trevor Peek,win,0,61,4,0,Lightweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Mohammad Yahya,,0,43,1,1,Lightweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Javid Basharat,nc,0,30,1,0,Bantamweight,2,CNC,,0:15
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Victor Henry,nc,0,25,0,0,Bantamweight,2,CNC,,0:15
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Sedriques Dumas,win,0,34,1,0,Middleweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Abu Azaitar,,0,41,2,0,Middleweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Mike Breeden,win,1,92,0,0,Lightweight,3,KO/TKO,Punch,3:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Anshul Jubli,,0,103,0,0,Lightweight,3,KO/TKO,Punch,3:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Muhammad Naimov,win,0,48,4,0,Featherweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Nathaniel Wood,,0,50,2,0,Featherweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Viktoriia Dudakova,win,1,74,0,0,Women's Strawweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Jinh Yu Frey,,0,47,1,0,Women's Strawweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Shara Magomedov,win,0,113,0,0,Middleweight,3,U-DEC,,5:00
UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",21-Oct-23,http://ufcstats.com/event-details/13a0fb8fbdafb54f,Bruno Silva,,0,65,3,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Edson Barboza,win,1,164,3,0,Featherweight,5,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Sodiq Yusuff,,1,178,1,0,Featherweight,5,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Viviane Araujo,win,0,24,2,1,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Jennifer Maia,,0,41,2,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Jonathan Martinez,win,2,36,0,0,Bantamweight,2,KO/TKO,Kicks,2:26
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Adrian Yanez,,0,20,0,0,Bantamweight,2,KO/TKO,Kicks,2:26
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Michel Pereira,win,1,6,0,0,Middleweight,1,KO/TKO,Punch,1:06
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Andre Petroski,,0,0,0,0,Middleweight,1,KO/TKO,Punch,1:06
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Christian Rodriguez,win,0,83,3,2,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Cameron Saaiman,,0,73,0,1,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Darren Elkins,win,0,11,5,2,Featherweight,3,SUB,Rear Naked Choke,2:23
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,TJ Brown,,0,15,2,0,Featherweight,3,SUB,Rear Naked Choke,2:23
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Tainara Lisboa,win,0,18,3,0,Women's Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Ravena Oliveira,,0,15,2,0,Women's Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Terrance McKinney,win,1,14,0,0,Lightweight,1,KO/TKO,Knee,0:20
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Brendon Marotte,,0,1,0,0,Lightweight,1,KO/TKO,Knee,0:20
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Melissa Dixon,win,0,52,0,0,Women's Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Irina Alekseeva,,1,48,1,0,Women's Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Chris Gutierrez,win,0,110,0,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Alatengheili,,0,38,2,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Emily Ducote,win,0,117,1,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",14-Oct-23,http://ufcstats.com/event-details/f3a078277b3b8ff4,Ashley Yoder,,0,102,0,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Bobby Green,win,1,7,0,0,Lightweight,1,KO/TKO,Punch,0:33
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Grant Dawson,,0,0,0,0,Lightweight,1,KO/TKO,Punch,0:33
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Joe Pyfer,win,0,26,3,2,Middleweight,2,SUB,Arm Triangle,2:05
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Abdul Razak Alhassan,,0,11,0,1,Middleweight,2,SUB,Arm Triangle,2:05
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Joaquin Buckley,win,0,68,2,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Alex Morono,,0,40,1,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Drew Dober,win,1,30,0,0,Lightweight,1,KO/TKO,Punches,2:36
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Ricky Glenn,,0,5,0,0,Lightweight,1,KO/TKO,Punches,2:36
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Bill Algeo,win,1,110,1,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Alexander Hernandez,,0,75,0,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Karolina Kowalkiewicz,win,0,141,1,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Diana Belbita,,0,99,2,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Nate Maness,win,0,29,0,0,Flyweight,1,KO/TKO,Punches,4:40
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Mateus Mendonca,,0,3,0,0,Flyweight,1,KO/TKO,Punches,4:40
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Vanessa Demopoulos,win,0,31,0,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Kanako Murata,,0,34,5,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Aoriqileng,win,1,44,2,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Johnny Munoz,,0,7,4,3,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,JJ Aldrich,win,0,65,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",7-Oct-23,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,Montana De La Rosa,,0,67,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Mateusz Gamrot,win,0,16,1,0,Lightweight,2,KO/TKO,,2:03
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Rafael Fiziev,,0,18,0,0,Lightweight,2,KO/TKO,,2:03
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Bryce Mitchell,win,0,23,5,1,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Dan Ige,,0,18,0,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Marina Rodriguez,win,0,70,1,0,Women's Strawweight,2,KO/TKO,Punches,2:42
